"Name","Price","ProducerName","MPN","Socket","ChipSet","Unlocked","FormFactor","MemoryType","MemoryCapacity","RAMSlots","SATA","VGA","DVI","Display Port","HDMI","Wifi","Integrated Graphics","ProductPage"
"ASRock Z590 PG Velocita",0,"ASRock","90-MXBEV0-A0UAYZ","LGA 1200","Z590","TRUE","ATX","DDR4","128 GB",4,6,0,0,1,1,"TRUE","FALSE",""
"ASRock Z590 Phantom Gaming 4",0,"ASRock","90-MXBF00-A0UAYZ","LGA 1200","Z590","TRUE","ATX","DDR4","128 GB",4,6,0,0,0,1,"TRUE","FALSE",""
"ASRock Z590 Pro4",0,"ASRock","90-MXBEJ0-A0UAYZ","LGA 1200","Z590","TRUE","ATX","DDR4","128 GB",4,6,0,0,1,1,"TRUE","FALSE",""
"ASRock Z590 Steel Legend",0,"ASRock","90-MXBEQ0-A0UAYZ","LGA 1200","Z590","TRUE","ATX","DDR4","128 GB",4,6,0,0,1,1,"FALSE","FALSE",""
"ASRock Z590 Taichi",0,"ASRock","90-MXBES0-A0UAYZ","LGA 1200","Z590","TRUE","ATX","DDR4","128 GB",4,8,0,0,0,1,"TRUE","FALSE",""
"ASRock Z590M Phantom Gaming 4",0,"ASRock","90-MXBFB0-A0UAYZ","LGA 1200","Z590","TRUE","ATX","DDR4","128 GB",4,4,0,0,0,1,"TRUE","FALSE",""
"ASRock Z590M Pro4",0,"ASRock","90-MXBEP0-A0UAYZ","LGA 1200","Z590","TRUE","Micro-ATX","DDR4","128 GB",4,4,0,0,1,1,"FALSE","FALSE",""
"ASRock Z590M-ITX/ax",0,"ASRock","90-MXBET0-A0UAYZ","LGA 1200","Z590","TRUE","Mini-ITX","DDR4","64 GB",2,4,0,0,1,1,"TRUE","FALSE",""
"ASRock Z790 LiveMixer",0,"ASRock","90-MXBK10-A0UAYZ","LGA 1700","Z790","FALSE","ATX","DDR5","128 GB",4,4,0,0,1,1,"FALSE","FALSE",""
"ASRock Z790 PG Lightning/D4",0,"ASRock","90-MXBJM0-A0UAYZ","LGA 1700","Z790","FALSE","ATX","DDR4","128 GB",4,4,0,0,0,1,"FALSE","FALSE",""
"ASRock Z790 PG Riptide",0,"ASRock","90-MXBJX0-A0UAYZ","LGA 1700","Z790","FALSE","ATX","DDR5","128 GB",4,8,0,0,1,1,"FALSE","FALSE",""
"ASRock Z790 PG SONIC",0,"ASRock","90-MXBKF0-A0UAYZ","LGA 1700","Z790","FALSE","ATX","DDR5","128 GB",4,8,0,0,1,1,"FALSE","FALSE",""
"ASRock Z790 PG-ITX/TB4",0,"ASRock","90-MXBKC0-A0UAYZ","LGA 1700","Z790","FALSE","Mini-ITX","DDR5","64 GB",2,3,0,0,1,1,"TRUE","FALSE",""
"ASRock Z790 Pro RS",0,"ASRock","90-MXBK40-A0UAYZ","LGA 1700","Z790","FALSE","ATX","DDR5","128 GB",4,8,0,0,1,1,"FALSE","FALSE",""
"ASRock Z790 Pro RS/D4",0,"ASRock","90-MXBJL0-A0UAYZ","LGA 1700","Z790","FALSE","ATX","DDR4","128 GB",4,8,0,0,1,1,"FALSE","FALSE",""
"ASRock Z790 Steel Legend WIFI",0,"ASRock","90-MXBKD0-A0UAYZ","LGA 1700","Z790","FALSE","ATX","DDR5","128 GB",4,8,0,0,1,1,"TRUE","FALSE",""
"ASRock Z790 Taichi",0,"ASRock","90-MXBJD0-A0UAYZ","LGA 1700","Z790","FALSE","E-ATX","DDR5","128 GB",4,8,0,0,0,1,"TRUE","FALSE",""
"ASRock Z790 Taichi Carrara",0,"ASRock","90-MXBKK0-A0UAYZ","LGA 1700","Z790","FALSE","E-ATX","DDR5","128 GB",4,8,0,0,0,1,"TRUE","FALSE",""
"ASRock Z790M PG Lightning/D4",0,"ASRock","90-MXBJW0-A0UAYZ","LGA 1700","Z790","FALSE","Micro-ATX","DDR4","128 GB",4,4,0,0,0,1,"FALSE","FALSE",""
"ASRock Z790M-ITX WIFI",0,"ASRock","90-MXBKE0-A0UAYZ","LGA 1700","Z790","FALSE","Mini-ITX","DDR5","64 GB",2,3,0,0,1,1,"TRUE","FALSE",""
"ASRock Z87 Extreme4",0,"ASRock","Z87 Extreme4","LGA 1150","Z87","FALSE","ATX","DDR3","32 GB",4,8,1,1,1,1,"FALSE","FALSE",""
"ASRock Z87 Pro4 GL/SATA600/R/USB3.0/DVI/2x HDMI/VGA Z87",0,"ASRock","Z87PRO4","LGA 1150","Z87","FALSE","ATX","DDR3","GB",4,"","","","","","FALSE","FALSE",""
"ASRock Z97 Extreme3 GL/SATA600/DVI/HDMI/VGA",0,"ASRock","90-MXGU90ßA0UAYZ","LGA 1150","Z97","TRUE","ATX","DDR3","GB",4,"","","","","","FALSE","FALSE",""
"ASRock Z97 Extreme4",0,"ASRock","Z97 Extreme4","LGA 1150","Z97","TRUE","ATX","DDR3","GB",4,8,"","","","","FALSE","FALSE",""
"Asus A68HM-E",0,"Asus","A68HM-E","FM2+","A68H FCH (Bolton D2H)","FALSE","ATX","DDR3","32 GB",2,4,1,1,"","","FALSE","FALSE",""
"Asus A68HM-K",0,"Asus","A68HM-K","FM2+","A68H FCH (Bolton D2H)","FALSE","ATX","DDR3","32 GB",2,4,1,1,"","","FALSE","FALSE",""
"ASUS A68HM-K GL/SATA600/R/USB3.0/DVI/VGA A68X",0,"Asus","90MB0KU0-M0EAY0","FM2+","A68H","FALSE","Micro-ATX","DDR3","GB",2,"","","","","","FALSE","FALSE",""
"Asus A68HM-PLUS",0,"Asus","A68HM-PLUS","FM2+","A68H FCH (Bolton D2H)","FALSE","ATX","DDR3","32 GB",2,4,1,1,"",1,"FALSE","FALSE",""
"ASUS A88X-Plus/USB3.1 GL/SATA600/R/USB3.0/DVI/HDMI/VGA",0,"Asus","90MB0QX0-M0EAY0","FM2+","A88X (Bolton D4)","FALSE","ATX","DDR3","GB",4,"","","","","","FALSE","FALSE",""
"ASUS A88XM-E USB 3.1",0,"ASUS","90MB0R30-M0EAY0","FM2+","A88X","FALSE","Micro-ATX","DDR4","GB",2,6,1,1,0,1,"FALSE","FALSE",""
"ASUS A88XM-Plus GL/SATA600/R/USB3.0/DVI/HDMI/VGA A88X",0,"Asus","90MB0H50-M0EAY0","FM2+","A88X (Bolton D4)","FALSE","Micro-ATX","DDR3","GB",4,"","","","","","FALSE","FALSE",""
"ASUS AM1I-A GL/SATA600/HDMI/DVI/VGA Mini-ITX",0,"Asus","90MB0IA0-M0EAY0","AM1","Kabini (integriert)","FALSE","Mini-ITX","DDR3","GB",2,"","","","","","FALSE","FALSE",""
"ASUS AM1M-A GL/SATA600/HDMI/DVI/VGA",0,"Asus","90MB0IR0-M0EAY1","AM1","Kabini (integriert)","FALSE","Micro-ATX","DDR3","GB",2,"","","","","","FALSE","FALSE",""
"ASUS B150 Pro Gaming/Aura",0,"ASUS","90MB0PF0-M0EAY0","LGA 1151","B150","FALSE","ATX","DDR4","64 GB",4,6,0,0,0,0,"FALSE","FALSE",""
"Asus B150-PLUS",0,"Asus","B150-PLUS","LGA 1151","B150","FALSE","ATX","DDR4","64 GB",4,6,1,1,"","","FALSE","FALSE",""
"ASUS B150-Pro",0,"ASUS","90MB0PC0-M0EAY0","LGA 1151","B150","FALSE","ATX","DDR4","64 GB",4,6,1,1,0,1,"FALSE","FALSE",""
"ASUS B150-PRO Gaming USB3.1/M.2/SATA600/HDMI/VGA",0,"Asus","90MB0PB0-M0EAY0","LGA 1151","B150","FALSE","ATX","DDR4","GB",4,"","","","","","FALSE","FALSE",""
"ASUS B150I Pro Gaming/WiFi/Aura",0,"ASUS","90MB0NI1-M0EAY0","LGA 1151","B150","FALSE","Mini-ITX","DDR4","32 GB",2,6,0,1,0,1,"TRUE","FALSE",""
"ASUS B150M-A D3",0,"ASUS","90MB0MW0-M0EAY0","LGA 1151","B150","FALSE","Micro-ATX","DDR3","GB",4,"","","","","","FALSE","FALSE",""
"Asus B150M-A D3",0,"Asus","B150M-A D3","LGA 1151","B150","FALSE","ATX","DDR3","64 GB",4,6,1,1,"",1,"FALSE","FALSE",""
"ASUS B150M-C",0,"ASUS","90MB0P00-M0EAY0","LGA 1151","B150","FALSE","Micro-ATX","DDR4","64 GB",4,6,1,1,1,1,"FALSE","FALSE",""
"ASUS B150M-C D3",0,"ASUS","90MB0MX0-M0EAY0","LGA 1151","B150","FALSE","Micro-ATX","DDR3","64 GB",4,6,1,1,0,1,"FALSE","FALSE",""
"ASUS B150M-Plus D3",0,"ASUS","90MB0M80-M0EAY0","LGA 1151","B150","FALSE","Micro-ATX","DDR3","GB",4,"","","","","","FALSE","FALSE",""
"Asus B150M-PLUS D3",0,"Asus","B150M-PLUS D3","LGA 1151","B150","FALSE","ATX","DDR3","64 GB",4,6,1,1,"",1,"FALSE","FALSE",""
"ASUS B150M-PRO Gaming USB3.0/M.2/SATA600/HDMI",0,"Asus","90MB0QD0-M0EAY0","LGA 1151","B150","FALSE","Micro-ATX","DDR4","GB",4,"","","","","","FALSE","FALSE",""
"ASUS B250 Mining Expert BTC",0,"ASUS","90MB0VY0-M0EAY0","LGA 1151","B250","FALSE","ATX","DDR4","32 GB",2,4,0,0,0,0,"FALSE","FALSE",""
"ASUS B85-Plus (C2) GL/USB3.0/SATA600/R/DVI/VGA B85",0,"Asus","90MB0EG0-M0EAY5","LGA 1150","B85","FALSE","ATX","DDR3","GB",4,"","","","","","FALSE","FALSE",""
"ASUS B85-Pro Gamer",0,"ASUS","90MB0IK0-M0EAY0","LGA 1150","B85","FALSE","ATX","DDR3","GB",4,4,"","","","","FALSE","FALSE",""
"ASUS B85M-E GL/USB3.0/SATA600/R/DVI/HDMI/VGA/DP B85",0,"Asus","90MB0F60-M0EAY5","LGA 1150","B85","FALSE","Micro-ATX","DDR3","GB",4,"","","","","","FALSE","FALSE",""
"ASUS B85M-G GL/USB3.0/SATA600/R/DVI/HDMI/VGA B85",0,"Asus","90MB0G50-M0EAY5","LGA 1150","B85","FALSE","Micro-ATX","DDR3","GB",4,"","","","","","FALSE","FALSE",""
"Asus B85M-G R2.0",77.32,"Asus","B85M-G R2.0","LGA 1150","B85","FALSE","ATX","DDR3","32 GB",4,4,1,1,"",1,"FALSE","FALSE","https://www.amazon.ca/ASUS-Micro-Motherboard-B85M-G-R2-0/dp/B00KO6F8YI?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00KO6F8YI"
"ASUS B85M-G/USB3.1 SATA600/R/DVI/HDMI/VGA B85",0,"Asus","90MB0MF0-M0EAY0","LGA 1150","B85","FALSE","Micro-ATX","DDR3","GB",4,"","","","","","FALSE","FALSE",""
"ASUS B85M-Gamer GL/USB3.0/SATA600/HDMI/VGA B85",0,"Asus","90MB0LJ0-M0EAY0","LGA 1150","B85","FALSE","Micro-ATX","DDR3","GB",4,"","","","","","FALSE","FALSE",""
"Asus CROSSBLADE RANGER",145.46,"Asus","CROSSBLADE RANGER","FM2+","A88X (Bolton D4)","FALSE","ATX","DDR3","64 GB",4,8,1,1,"",1,"FALSE","FALSE","https://www.amazon.ca/Socket-Athlon-A88x-Bolton-D4-4xddr3/dp/B00MSOP7O0?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00MSOP7O0"
"ASUS Crossblade RANGER, RoG",0,"ASUS","90MB0JQ0-M0EAY0","FM2+","A88X","FALSE","ATX","DDR3","64 GB",4,8,1,1,1,1,"FALSE","FALSE",""
"ASUS Crosshair V Formula Z, RoG",0,"ASUS","90-MIBJ70-G0EAY0VZ","AM3+","990FX","FALSE","ATX","DDR3","32 GB",4,8,0,0,0,0,"FALSE","FALSE",""
"ASUS E3 PRO GAMING V5",0,"ASUS","90MB0Q90-M0EAY0","LGA 1151","C232","FALSE","ATX","DDR4","64 GB",4,4,0,0,0,0,"FALSE","FALSE",""
"ASUS EX-A320M",0,"ASUS","90MB0VG0-M0EAYM","AM4","A320","FALSE","Micro-ATX","DDR4","64 GB",4,4,0,0,0,0,"FALSE","FALSE",""
"Asus EX-B250-V7",0,"Asus","EX-B250-V7","LGA 1151","B250","FALSE","ATX","DDR4","64 GB",4,6,"","","",1,"FALSE","FALSE",""
"ASUS H110-PLUS",0,"ASUS","90MB0PQ0-M0EAY0","LGA 1151","H110","FALSE","ATX","DDR4","32 GB",2,4,0,0,0,0,"FALSE","FALSE",""
"ASUS H110I-PLUS",0,"ASUS","90MB0PX0-M0EAY0","LGA 1151","H110","FALSE","Mini-ITX","DDR4","32 GB",2,4,0,0,0,0,"FALSE","FALSE",""
"ASUS H110M-A/M.2",0,"ASUS","90MB0R60-M0EAY0","LGA 1151","H110","FALSE","Micro-ATX","DDR4","GB",2,4,0,0,0,0,"FALSE","FALSE",""
"ASUS H110M-C",0,"ASUS","90MB0NY0-M0EAY0","LGA 1151","H110","FALSE","Micro-ATX","DDR4","32 GB",2,4,0,0,0,0,"FALSE","FALSE",""
"ASUS H110M-D",0,"ASUS","90MB0PY0-M0EAY0","LGA 1151","H110","FALSE","Micro-ATX","DDR4","32 GB",2,4,0,0,0,0,"FALSE","FALSE",""
"Asus H110M-K",60.92,"Asus","H110M-K","LGA 1151","H110","FALSE","ATX","DDR4","32 GB",2,4,1,1,"","","FALSE","FALSE","https://www.amazon.ca/Asus-Micro-Motherboard-H110M-C-CSM/dp/B017E0LKDE?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B017E0LKDE"
"ASUS H110M-K",63.43,"ASUS","90MB0PH0-M0EAY0","LGA 1151","H110","FALSE","Micro-ATX","DDR4","32 GB",2,4,0,0,0,0,"FALSE","FALSE","https://www.amazon.ca/ASUS-H110M-K-Plus-placa-base/dp/B017UL7NKQ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B017UL7NKQ"
"ASUS H110M-PLUS USB3.1/GL/SATA600/DVI/VGA/HDMI",0,"Asus","90MB0PN0-M0EAY0","LGA 1151","H110","FALSE","Micro-ATX","DDR4","GB",2,"","","","","","FALSE","FALSE",""
"Asus H170 PRO GAMING",129.35,"Asus","H170 PRO GAMING","LGA 1151","H170","FALSE","ATX","DDR4","64 GB",4,4,1,1,1,1,"FALSE","FALSE","https://www.amazon.ca/DisplayPort-H170-Motherboards-PRO-GAMING/dp/B014F7BQUG?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B014F7BQUG"
"ASUS H170-Plus D3",0,"ASUS","90MB0LW0-M0EAY0","LGA 1151","H170","FALSE","ATX","DDR3","GB",4,4,"","","","","FALSE","FALSE",""
"ASUS H170-PRO",0,"ASUS","90MB0NC0-M0EAY0","LGA 1151","H170","FALSE","ATX","DDR4","64 GB",4,6,1,1,0,1,"FALSE","FALSE",""
"ASUS H170-PRO Gaming",0,"ASUS","90MB0MS0-M0EAY0","LGA 1151","H170","FALSE","ATX","DDR4","64 GB",4,6,0,0,0,0,"FALSE","FALSE",""
"ASUS H170-PRO USB 3.1",0,"ASUS","90MB0PS0-M0EAY0","LGA 1151","H170","FALSE","ATX","DDR4","64 GB",4,6,0,1,0,1,"FALSE","FALSE",""
"ASUS H170I-Plus D3 M.2/SATA600/DVI/HDMI/DP/VGA WiFi/BT ITX",0,"Asus","90MB0N10-M0EAY0","LGA 1151","H170","FALSE","ITX","DDR3","GB",2,"","","","","","FALSE","FALSE",""
"ASUS H170I-Pro 2x GL/M.2/SATAe/DVI/HDMI/DP/VGA WiFi/BT ITX",0,"Asus","90MB0RE0-M0EAY0","LGA 1151","H170","FALSE","ITX","DDR4","GB",2,"","","","","","FALSE","FALSE",""
"ASUS H170M-E D3",0,"ASUS","90MB0N70-M0EAY0","LGA 1151","H170","FALSE","Micro-ATX","DDR3","GB",4,4,"","","","","FALSE","FALSE",""
"ASUS H170M-Plus",0,"ASUS","90MB0MT0-M0EAY0","LGA 1151","H170","FALSE","Micro-ATX","DDR4","64 GB",4,6,1,1,0,1,"FALSE","FALSE",""
"Asus H370 MINING MASTER",58.02,"Asus","H370 MINING MASTER","LGA 1151","H370","FALSE","ATX","DDR4","32 GB",2,2,"",1,"",1,"FALSE","FALSE","https://www.amazon.ca/dp/B075KFPJ6M?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"ASUS H81-Gamer",0,"ASUS","90MB0K20-M0EAY0","LGA 1150","H81","FALSE","ATX","DDR3","GB",4,2,"","","","","FALSE","FALSE",""
"ASUS H81-Plus GL/USB3.0/SATA600/R/VGA/Parallel/Seriell H81",0,"Asus","90MB0GJ0-M0EAY0","LGA 1150","H81","FALSE","ATX","DDR3","GB",2,"","","","","","FALSE","FALSE",""
"ASUS H81I-Plus GL/USB3.0/SATA600/HDMI/DVI/VGA H81 Mini-ITX",0,"Asus","90MB0GC0-M0EAY0","LGA 1150","H81","FALSE","Mini-ITX","DDR3","GB",2,"","","","","","FALSE","FALSE",""
"Asus H81M-A",0,"Asus","H81M-A","LGA 1150","H81","FALSE","ATX","DDR3","16 GB",2,2,1,1,"",1,"FALSE","FALSE",""
"Asus H81M-C/CSM",0,"Asus","H81M-C/CSM","LGA 1150","H81","FALSE","ATX","DDR3","16 GB",2,2,1,1,"","","FALSE","FALSE",""
"Asus H81M-E",0,"Asus","H81M-E","LGA 1150","H81","FALSE","ATX","DDR3","16 GB",2,2,1,1,"","","FALSE","FALSE",""
"ASUS H81M-Plus",61.22,"ASUS","90MB0GI0-M0EAY0","LGA 1150","H81","FALSE","Micro-ATX","DDR3","16 GB",2,2,0,0,0,0,"FALSE","FALSE","https://www.amazon.ca/dp/B00EIG2O2O?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"ASUS H81T",0,"ASUS","90MB0HU0-M0EAY0","LGA 1150","H81","FALSE","Thin-Mini-ITX","SO - DIMM","GB",2,1,"","","","","FALSE","FALSE",""
"Asus H97M-E/CSM",0,"Asus","H97M-E/CSM","LGA 1150","H97","FALSE","ATX","DDR3","32 GB",4,4,1,1,"",1,"FALSE","FALSE",""
"ASUS M5A78L-M LE/USB3 GL/SATA300/DVI/VGA/Seriell 760G",0,"Asus","90MB0MY0-M0EAY0","AM3+","760G","FALSE","ATX","DDR3","GB",2,"","","","","","FALSE","FALSE",""
"ASUS M5A78L-M LX3 GL/SATA300/CF/VGA 760G",0,"Asus","90-MIBI40-G0EAY0GZ","AM3+","760G","FALSE","ATX","DDR3","GB",2,"","","","","","FALSE","FALSE",""
"ASUS M5A78L-M PLUS/USB3",0,"ASUS","90MB0RB0-M0EAY0","AM3+","760G","FALSE","ATX","DDR3","32 GB",4,6,0,0,0,0,"FALSE","FALSE",""
"Asus M5A97 LE R2.0",0,"Asus","M5A97 LE R2.0","AM3+","A970/SB950","FALSE","ATX","DDR3","32 GB",4,6,"","","","","FALSE","FALSE",""
"ASUS M5A97 LE R2.0 GL/SATA600/R/USB3.0 AMD970",0,"Asus","90-MIBJP0-G0EAY0MZ","AM3+","A970","FALSE","ATX","DDR3","GB",4,"","","","","","FALSE","FALSE",""
"ASUS M5A97 PLUS GL/SATA600/R AMD970",0,"Asus","90MB0LG0-M0EAY0","AM3+","A970/SB950","FALSE","ATX","DDR3","GB",4,"","","","","","FALSE","FALSE",""
"ASUS M5A97 R2.0 GL/SATA600/R/USB3.0 AMD970",0,"Asus","90-MIBJK0-G0EAY0MZ","AM3+","A970","FALSE","ATX","DDR3","GB",4,"","","","","","FALSE","FALSE",""
"ASUS M5A99FX PRO R2.0",0,"ASUS","90-MIBIT0-G0EAY0VZ","AM3+","990FX","FALSE","ATX","DDR3","GB",4,7,"","","","","FALSE","FALSE",""
"ASUS M5A99X EVO R2.0 GL/SATA600/R/eSATA/USB3.0 AMD990X",0,"Asus","90-MIBJI0-G0EAY0IZ","AM3+","990X","FALSE","ATX","DDR3","GB",4,"","","","","","FALSE","FALSE",""
"ASUS Maximus IX FORMULA, RoG",0,"ASUS","90MB0RX0-M0EAY0","LGA 1151","Z270","TRUE","ATX","DDR4","64 GB",4,6,0,0,0,0,"FALSE","FALSE",""
"ASUS Maximus IX HERO, RoG",0,"ASUS","90MB0S10-M0EAY0","LGA 1151","Z270","TRUE","ATX","DDR4","64 GB",4,6,0,0,0,0,"FALSE","FALSE",""
"ASUS Maximus TUF MARK 1, RoG",0,"ASUS","90MB0S20-M0EAY0","LGA 1151","Z270","TRUE","ATX","DDR4","64 GB",4,6,0,0,0,0,"FALSE","FALSE",""
"ASUS Maximus TUF MARK 2, RoG",0,"ASUS","90MB0ST0-M0EAY0","LGA 1151","Z270","TRUE","ATX","DDR4","64 GB",4,6,0,0,0,0,"FALSE","FALSE",""
"ASUS Maximus VIII Extreme",0,"ASUS","90MB0LU0-M0EAY0","LGA 1151","Z170","TRUE","E-ATX","DDR4","64 GB",4,8,0,0,0,0,"TRUE","FALSE",""
"ASUS Maximus VIII GENE",0,"ASUS","90MB0MB0-M0EAY0","LGA 1151","Z170","TRUE","Micro-ATX","DDR4","64 GB",4,6,0,0,0,0,"FALSE","FALSE",""
"Asus MAXIMUS VIII GENE",0,"Asus","MAXIMUS VIII GENE","LGA 1151","Z170","TRUE","ATX","DDR4","64 GB",4,2,"","",1,1,"FALSE","FALSE",""
"ASUS Maximus VIII HERO",0,"ASUS","90MB0M90-M0EAY0","LGA 1151","Z170","TRUE","ATX","DDR4","64 GB",4,8,0,0,0,0,"FALSE","FALSE",""
"ASUS Maximus VIII HERO ALPHA",0,"ASUS","90MB0P50-M0EAY0","LGA 1151","Z170","TRUE","ATX","DDR4","64 GB",4,6,0,0,0,0,"TRUE","FALSE",""
"Asus MAXIMUS VIII IMPACT",0,"Asus","MAXIMUS VIII IMPACT","LGA 1151","Z170","TRUE","Mini-ITX","DDR4","32 GB",2,4,"","","",1,"FALSE","FALSE",""
"ASUS Maximus VIII Impact, RoG",0,"ASUS","90MB0NS0-M0EAY0","LGA 1151","Z170","TRUE","Mini-ITX","DDR4","32 GB",2,3,0,0,0,0,"FALSE","FALSE",""
"ASUS Maximus X APEX, RoG",0,"ASUS","90MB0V90-M0EAY0","LGA 1151","Z370","TRUE","E-ATX","DDR4","32 GB",2,4,0,0,0,0,"FALSE","FALSE",""
"ASUS Maximus X HERO + ASUS ROG Magnetic Addressable-RGB-LED-Strip",10.84,"King Kits","MBBU-330","LGA 1151","Z370","TRUE","ATX","DDR4","64 GB",4,6,0,0,0,0,"FALSE","FALSE","https://www.amazon.ca/dp/2253053511?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"Asus P10S WS",203.1,"Asus","P10S WS","LGA 1151","C236","FALSE","ATX","DDR4","64 GB",4,8,"",1,1,1,"FALSE","FALSE","https://www.amazon.ca/ASUS-P10S-WS-DDR4-Motherboard/dp/B01CA7YX0I?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01CA7YX0I"
"ASUS P10S WS 2x GL/USB3.0/SATA600/VGA",0,"Asus","90SB05T0-M0EAY0","LGA 1151","C236","FALSE","ATX","DDR4","GB",4,"","","","","","FALSE","FALSE",""
"Asus P10S-M WS",199.74,"Asus","P10S-M WS","LGA 1151","C236","FALSE","ATX","DDR4","64 GB",4,8,"",1,1,1,"FALSE","FALSE","https://www.amazon.ca/Optimized-Workstation-Motherboards-P10S-M-WS/dp/B01EFR517K?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01EFR517K"
"ASUS P10S-V/4L 4x GL/USB3.0/SATA600/VGA",0,"Asus","90SB05A0-M0UAY0","LGA 1151","C236","FALSE","ATX","DDR4","GB",4,"","","","","","FALSE","FALSE",""
"ASUS P9D-I PCIe3.0 2xGL/SATA600/R/DVI Mini-ITX Workstation",0,"Asus","90SB03I0-M0UAY0","LGA 1150","C222","FALSE","Mini-ITX","DDR3","GB",2,"","","","","","FALSE","FALSE",""
"ASUS P9D-X PCIe3.0 2xGL/SATA600/R/VGA Workstation",0,"Asus","90SB0380-M0UAY5","LGA 1150","C222","FALSE","ATX","DDR3","GB",4,"","","","","","FALSE","FALSE",""
"ASUS PRIME A320I-K/CSM",0,"ASUS","90MB11T0-M0EAYC","AM4","A320","FALSE","Mini-ITX","DDR4","64 GB",2,4,0,0,1,1,"FALSE","FALSE",""
"ASUS PRIME A320M-A",0,"ASUS","90MB0VA0-M0EAY0","AM4","A320","FALSE","Micro-ATX","DDR4","64 GB",4,6,0,0,0,0,"FALSE","FALSE",""
"Asus PRIME A320M-A",73.28,"Asus","PRIME A320M-A","AM4","A320","FALSE","ATX","DDR4","64 GB",4,6,1,1,"",1,"FALSE","FALSE","https://www.amazon.ca/Ryzen-DVI-D-Micro-ATX-Motherboard-A320M-/dp/B073WCCWSX?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B073WCCWSX"
"ASUS PRIME A320M-E",0,"ASUS","90MB0V10-M0EAY0","AM4","A320","FALSE","Micro-ATX","DDR4","32 GB",2,4,0,0,0,0,"FALSE","FALSE",""
"ASUS PRIME A320M-K",49.96,"ASUS","90MB0TV0-M0EAY0","AM4","A320","FALSE","Micro-ATX","DDR4","32 GB",2,4,0,0,0,0,"FALSE","FALSE","https://www.amazon.ca/dp/B06ZY2F35X?tag=pckombo04b-20&linkCode=osi&th=1&psc=1"
"ASUS PRIME A520M-E",0,"ASUS","90MB1510-M0EAY0","AM4","A520","FALSE","Micro-ATX","DDR4","64 GB",2,4,1,1,1,1,"FALSE","FALSE",""
"ASUS PRIME A520M-K",0,"ASUS","90MB1500-M0EAY0","AM4","A520","FALSE","Micro-ATX","DDR4","64 GB",2,4,1,0,0,1,"FALSE","FALSE",""
"ASUS PRIME B250-PLUS",118.76,"ASUS","90MB0SJ0-M0EAY0","LGA  1151","B250","FALSE","ATX","DDR4","64 GB",4,6,0,0,0,0,"FALSE","FALSE","https://www.amazon.ca/ASUS-PRIME-B250-PLUS-LGA1151-Motherboard/dp/B01MTYDZVY?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01MTYDZVY"
"ASUS PRIME B250-PRO",0,"ASUS","90MB0SH0-M0EAY0","LGA  1151","B250","FALSE","ATX","DDR4","64 GB",4,6,0,0,0,0,"FALSE","FALSE",""
"ASUS PRIME B250M-K",0,"ASUS","90MB0T10-M0EAY0","LGA  1151","B250","FALSE","Micro-ATX","DDR4","32 GB",2,6,0,0,0,0,"FALSE","FALSE",""
"Asus PRIME B250M-PLUS",0,"Asus","PRIME B250M-PLUS","LGA  1151","B250","FALSE","ATX","DDR4","64 GB",4,6,1,1,"",1,"FALSE","FALSE",""
"ASUS PRIME B250M-PLUS",0,"ASUS","90MB0SI0-M0EAY0","LGA  1151","B250","FALSE","Micro-ATX","DDR4","64 GB",4,6,0,0,0,0,"FALSE","FALSE",""
"ASUS PRIME B350-PLUS",0,"ASUS","90MB0TG0-M0EAY0","AM4","B350","TRUE","ATX","DDR4","64 GB",4,6,0,0,0,1,"FALSE","FALSE",""
